"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chr1:3556822-3557457",144.498786193718,4.05722876798902,0.286267522101944,14.1728573964607,1.34897885204559e-45,1.04208616320522e-41
"chr1:3568998-3569157",10.6387877688567,1.84566342460514,0.641231032445274,2.87831270044258,0.00399808616758409,0.00771648111045274
"chr1:3571216-3571692",40.3382567461758,2.52858282739617,0.395416804129123,6.39472779353724,1.60833613757409e-10,1.45997610608224e-09
"chr1:3585365-3585679",32.0474976777947,1.65786529980987,0.41221999598094,4.02179737997603,5.77557309411265e-05,0.000173807176283678
"chr1:3620221-3620430",17.1581522706097,2.3864329379414,0.564267721931838,4.22925651279709,2.34464887467601e-05,7.70413124494775e-05
"chr1:3689530-3689868",33.8449965542837,3.26193517416509,0.454571977390788,7.17583867111294,7.18652595837889e-13,9.54701857755408e-12
"chr1:3691582-3691839",22.7288643855081,2.4495033025366,0.495858967793658,4.93991933520081,7.81548956930541e-07,3.56824213492224e-06
"chr1:3723137-3723279",2.15359313243606,0.314856412233818,1.00094830476132,0.314558115275391,0.753097185000962,0.817146675206465
"chr1:4068988-4069155",12.2985510093903,0.293138264651991,0.538750587905175,0.544107554094375,0.586367462470555,0.66471328015042
"chr1:4672245-4672491",18.6143844859968,2.11346029527943,0.513495676403011,4.11582880324139,3.85790588252723e-05,0.000120803903293567
"chr1:5373063-5373311",19.7437725591997,3.08962230491931,0.563711865181847,5.48085377610889,4.2327821327212e-08,2.51138571238642e-07
"chr1:6161114-6161436",37.5956761125657,2.86035819504941,0.41680134626926,6.86264144934304,6.75987474590013e-12,7.60670537685047e-11
"chr1:6217885-6218321",42.9922111692809,1.6741475619594,0.333550150772409,5.01917794995008,5.18930629930586e-07,2.47570286522339e-06
"chr1:6265924-6266171",17.4359718511385,1.12810622666402,0.480133517780625,2.34956774498601,0.0187952235496777,0.0311840854641882
"chr1:6295355-6295525",16.3064745144697,1.93817188868971,0.57651374107313,3.36188324857959,0.000774128473165154,0.00177005844463543
"chr1:6499415-6499628",9.39979891721667,2.49675431013745,0.69330305412063,3.60124522068387,0.00031669668540802,0.000794593553197242
"chr1:6644273-6644428",11.4370521317235,-0.306989094598082,0.590372423871281,-0.51999226621231,0.603068965438982,0.680848777203673
"chr1:6671697-6672021",30.8897261429824,1.97683580845514,0.427151963060836,4.62794503925431,3.6931198969307e-06,1.4581830413386e-05
"chr1:6682739-6683051",26.4112525927832,2.85255855666267,0.470529159137841,6.06244799342396,1.34065165158462e-09,1.0434794970772e-08
"chr1:6928191-6928402",16.6148066862178,0.284904950554546,0.509746992228199,0.55891443186192,0.576220119550289,0.654843754840159
"chr1:7019482-7019997",83.0693175885134,1.2618673618737,0.252925614786142,4.989084885454,6.06659870350375e-07,2.85497867709817e-06
"chr1:7020465-7020869",37.8504951930255,0.88180892741312,0.378323249653972,2.33083461886007,0.0197620819007977,0.0326375377196498
"chr1:7283937-7284425",48.1822429083008,2.9667248621009,0.389328429198042,7.62010847297207,2.53462629476454e-14,4.38031054296556e-13
"chr1:7507744-7508341",158.058878273449,2.62817872877724,0.245465697896674,10.7069083431916,9.44639559352047e-27,1.47421022141304e-24
"chr1:7705667-7705893",12.2802524491239,1.73767615382842,0.614640749605269,2.8271411469942,0.00469656217241803,0.00893289247369919
"chr1:8085047-8085189",9.34409737236193,0.768445325374409,0.681565159739711,1.12747154750087,0.259543163641152,0.32968362067383
"chr1:8251394-8251568",9.14836179943551,2.86677294988857,0.761754780297173,3.76338032138137,0.000167631967824919,0.000450259061316073
"chr1:8254641-8254915",27.7970987085553,1.4422402775479,0.426913397403449,3.37829706521233,0.000729362433188266,0.00167713195308211
"chr1:8257872-8258351",54.3563766731794,3.37377441098286,0.380283602367118,8.87173254377108,7.20165762768231e-19,2.66185670688258e-17
"chr1:8260540-8260715",12.8191018200667,3.32520588768409,0.691750575387188,4.80694343596736,1.53255328317108e-06,6.57903535009535e-06
"chr1:8262731-8262998",27.9707359965974,3.43581023699904,0.503815468930719,6.8195806776062,9.13066259592452e-12,1.00119756640904e-10
"chr1:8319163-8319616",27.8716984412916,0.312187340785563,0.432024597842292,0.722614736162603,0.469916612199536,0.552317357054608
"chr1:8378262-8378477",12.8530951174271,1.93878070781972,0.616437428510108,3.14513788123741,0.00166008569526194,0.00349384606890029
"chr1:8403643-8403885",26.3200904533389,1.82027599142839,0.426212035616016,4.27082259372966,1.94753288215809e-05,6.54401544787787e-05
"chr1:8931373-8931578",19.1973203711011,0.651435885838824,0.454891914452874,1.43206741017225,0.152124530208317,0.2047677288481
"chr1:8973554-8973729",14.5178157448254,0.703140199426478,0.521185215886277,1.34911769941668,0.177299164060507,0.234767919500757
"chr1:8975565-8975795",16.3363001192436,0.726702506670622,0.497046080969429,1.46204252381042,0.143729557384265,0.194560719743493
"chr1:8976587-8976815",12.5055854102509,2.6436243066481,0.632864279884005,4.17723734879245,2.95071081060993e-05,9.48179742594081e-05
"chr1:8983068-8983273",17.0227306626192,2.53540905363014,0.552368582762114,4.59006745269952,4.43102793346267e-06,1.71749577451074e-05
"chr1:9050022-9050305",19.7670393626104,2.81312092589467,0.539648818386106,5.21287331696138,1.85937879370898e-07,9.73480256279354e-07
"chr1:9082157-9082298",11.9311197359298,0.678995633511519,0.557873317919955,1.21711437292461,0.223560702894395,0.28826680518431
"chr1:9098425-9098596",9.36337482744427,2.66594322447607,0.713314823091503,3.73740056728652,0.000185932582108284,0.00049417828893394
"chr1:9385998-9386206",17.0695248885362,2.79444892786112,0.585294165343747,4.77443496505713,1.8021250686767e-06,7.64073334551455e-06
"chr1:9406086-9406419",21.3787635095142,1.65760174765853,0.479259289983114,3.45867421311111,0.000542841081517076,0.00128771606163655
"chr1:9536926-9537310",25.3806148244652,1.92038042660466,0.452149992842471,4.24721985404016,2.16439544628204e-05,7.18674181067216e-05
"chr1:9923027-9923247",13.2250365260971,3.02174508673524,0.656072104131054,4.60581248266521,4.10858504715036e-06,1.60418597367887e-05
"chr1:10078688-10078911",19.4709487165701,2.09880906418959,0.506014047247464,4.14772885378649,3.35789749232955e-05,0.000106528780814151
"chr1:10656994-10657175",12.4396364693451,2.17116064322433,0.612493713742351,3.54478845171894,0.000392928308928489,0.000962387820695175
"chr1:10695208-10695384",14.5385504112131,0.647057631098648,0.510585257070321,1.26728616257232,0.205052986488079,0.266807195657809
"chr1:10764711-10764961",20.3192312322333,0.927873354989088,0.45617566862274,2.03402640432461,0.0419489333089344,0.0642121216261178
"chr1:10770702-10770870",11.0971464055259,2.05082335983869,0.635375298588953,3.22773542565029,0.00124774320115647,0.00271248521990536
"chr1:10812374-10812808",61.5437964165153,3.38924062871284,0.367411863358763,9.22463580171167,2.84526155951112e-20,1.37803420358767e-18
"chr1:10891120-10891373",14.3463335929436,2.03324309730564,0.579144459947028,3.51077017553031,0.000446810508579513,0.00107896567013965
"chr1:11020572-11020758",14.5519172602427,1.61927231352135,0.556808981848117,2.90812893884505,0.0036359838825422,0.00708576576504503
"chr1:11113593-11113771",12.1609897694405,3.07095573419832,0.679133382865481,4.5218742174637,6.12944807214902e-06,2.29742777085644e-05
"chr1:11434438-11434805",43.4384637279094,2.40485466381199,0.360192281831288,6.67658577131425,2.44572953512291e-11,2.50407695942007e-10
"chr1:11544252-11544447",17.5498226045336,1.51642809088526,0.502845852709256,3.01569175268122,0.00256393763919096,0.00517509236591935
"chr1:11848195-11848352",14.48872306682,1.58956719431179,0.531063028560867,2.99317992182467,0.00276086935388608,0.00553104661793827
"chr1:11854504-11854740",27.8895263264237,1.49679692467413,0.416663994018047,3.59233566174018,0.000327727331498269,0.000818920794379468
"chr1:11982729-11983134",6.17383613964922,2.27032788311819,0.80672586819612,2.81424951476362,0.00488912634419682,0.00926152550488486
"chr1:12208462-12208658",14.7106492765759,2.16983308586373,0.600757707090051,3.61182729785351,0.000304047032319174,0.000766817931657073
"chr1:12436185-12436390",15.8833028099226,-1.35720282447557,0.525252804962577,-2.5839040013737,0.00976889809367003,0.0172156353994755
"chr1:12538191-12538329",7.61823034185546,-0.244747917741243,0.688630647993578,-0.35541246741537,0.722280610130598,0.789698919150643
"chr1:12545577-12546052",65.376326898763,0.752041387408293,0.269778883203671,2.78762139748549,0.005309655633186,0.00996770103678295
"chr1:12546442-12546823",59.6523685685748,2.14439039927331,0.305414028898288,7.02125703592827,2.19880915754164e-12,2.68126294270074e-11
"chr1:12588667-12588878",18.657940626267,1.07330717482744,0.459818062952599,2.33419967875009,0.0195852687273931,0.0323697477362241
"chr1:12609211-12609487",15.7966756368415,1.23248619618676,0.547100862709094,2.25275864140266,0.0242743712426623,0.0392628806217684
"chr1:12609651-12610176",58.7147926428022,0.979672800445753,0.291826568169607,3.3570377316584,0.000787823606353591,0.00179711718856681
"chr1:12660256-12660743",69.7445992705804,3.15950587302729,0.337645211434916,9.35747277327021,8.16666490401023e-21,4.3063130637187e-19
"chr1:13019826-13019976",1.04465841347243,-0.294301531382669,1.14922969525533,-0.256085909194404,0.79788450212596,0.84214479832259
"chr1:13206078-13206268",1.04465841347243,-0.294301531382669,1.14922969525533,-0.256085909194404,0.79788450212596,0.84214479832259
"chr1:13347298-13347421",1.04465841347243,-0.294301531382669,1.14922969525533,-0.256085909194404,0.79788450212596,0.84214479832259
"chr1:13352756-13352909",5.24629669509121,0.105357797584025,0.755434562578481,0.139466477711071,0.889081543929598,0.916721835117666
"chr1:14091586-14091727",10.3194322173006,-0.171461627624909,0.573299296717424,-0.299078733580622,0.764879972214697,0.827369329531082
"chr1:14136373-14136553",15.3557665999698,-0.0585783819920103,0.510726191919556,-0.114696255878016,0.908685881720223,0.931461469310081
"chr1:14609211-14609402",10.8684441080423,2.06503447795942,0.635530588787072,3.24930776644536,0.001156862397182,0.00253130208702193
"chr1:14882109-14882435",22.0687319493125,1.06491621827427,0.47465968834306,2.24353625223932,0.0248622548341384,0.040115846159073
"chr1:15240367-15240666",32.9729306747481,3.35358542107419,0.478921216785291,7.00237388434112,2.51661394079072e-12,3.04000667593562e-11
"chr1:15252533-15252882",40.8139321555671,1.83914559556977,0.359981981429141,5.10899347869663,3.23879530737273e-07,1.60938451279207e-06
"chr1:15303810-15304076",27.6703587697625,2.51969677234347,0.450226297591636,5.59651176713111,2.18707484024379e-08,1.37247385384917e-07
"chr1:15342571-15342736",9.22980128413973,2.42870208403875,0.697863840080415,3.48019476658784,0.00050104939176713,0.00119721823427191
"chr1:15343696-15343973",20.0051544711935,1.02145935701502,0.452315460102245,2.25828972722736,0.0239276023261532,0.0387709969521832
"chr1:15352054-15352355",34.0214524415161,2.15899832540576,0.393750533783357,5.4831629170404,4.17787937086835e-08,2.48340396722083e-07
"chr1:15611501-15611859",41.0510655755767,0.886770442339737,0.352574061940562,2.5151323879555,0.0118987693715843,0.0205679108067776
"chr1:15731721-15732002",20.4292777427677,2.96725838267036,0.54605442506148,5.43399750370354,5.51053518922451e-08,3.20790386863296e-07
"chr1:15789637-15789980",25.5076695108805,3.27526609632774,0.525408162078551,6.23375564507898,4.55383232480627e-10,3.82789496290842e-09
"chr1:15809547-15809824",12.7466363785328,3.03516757081214,0.669183151571346,4.53563058735877,5.74316291292787e-06,2.16895299449366e-05
"chr1:16061349-16061683",24.5170109776789,3.05819646167521,0.515475252310053,5.93277067709884,2.97864755318082e-09,2.18001443375858e-08
"chr1:16126514-16127248",64.7359146266185,1.28169844849735,0.285079463940983,4.49593397847377,6.92652277566769e-06,2.56938239817685e-05
"chr1:16403501-16403794",17.2148895479881,2.29798458354217,0.537579149470042,4.27469068658555,1.91402831371967e-05,6.44404825604031e-05
"chr1:16421963-16422156",13.2905737968568,2.77570518435432,0.636566807632062,4.36043028174773,1.29806936627449e-05,4.52917156931819e-05
"chr1:16470046-16470416",25.1218981199982,2.05959196223423,0.462590266134256,4.45230285419902,8.49542281291067e-06,3.09854302312252e-05
"chr1:16471677-16472047",23.619663905891,2.36485383102475,0.475735439983065,4.97094315930916,6.66279825197469e-07,3.0959468569326e-06
"chr1:16500107-16500435",26.9008073019369,1.57260829774879,0.440188993065509,3.57257524045985,0.000353487873295837,0.000876627229923063
"chr1:16502357-16502707",48.6029119241378,2.41995331092821,0.344475075698062,7.02504616923093,2.13995474744166e-12,2.61568835822576e-11
"chr1:16539002-16539180",12.339764489107,1.85693900996639,0.585439996841928,3.17186905572454,0.00151461283555462,0.00322858282413339
"chr1:16563727-16563878",13.6443381497871,1.01169520254857,0.529344811464083,1.91122153393812,0.0559761176884778,0.0831863264018116
"chr1:16882690-16882916",1.04465841347243,-0.294301531382669,1.14922969525533,-0.256085909194404,0.79788450212596,0.84214479832259
"chr1:16927871-16928144",11.6657833327269,1.24227886005999,0.590991213998129,2.10202593648697,0.0355510038731385,0.0553246383803373
"chr1:16930859-16931031",24.3309871646023,-0.390601015228704,0.435843773983497,-0.896195009644657,0.37014862050756,0.450724794044909
"chr1:16934727-16935353",241.97500179425,0.567289856775738,0.18084458864856,3.1368915211401,0.00170749290272888,0.00358483018713973
"chr1:16940858-16941163",24.7067463335195,1.41988959215952,0.42753467125615,3.32110981312396,0.000896602524124877,0.00201637685556468
"chr1:17035260-17035500",28.0287206374451,1.96041679333043,0.44652081619395,4.39042643082267,1.13128586255633e-05,4.01524616965204e-05
"chr1:17039865-17040181",54.4179213271715,1.73572614044193,0.318937699625739,5.44221063385964,5.26233990342873e-08,3.07849873184301e-07
"chr1:17178047-17178252",1.04465841347243,-0.294301531382669,1.14922969525533,-0.256085909194404,0.79788450212596,0.84214479832259
"chr1:17275088-17275340",5.09907165950522,1.84973490248028,0.837959315449933,2.20742805572498,0.0272841681106423,0.0436467588848026
"chr1:17355966-17356335",38.2331584366052,4.01220398786721,0.494936376195973,8.10650455459461,5.20967666399233e-16,1.19459233693485e-14
"chr1:17560230-17560564",21.4770661981184,1.20348095308502,0.461039808069963,2.6103623418618,0.00904463655119373,0.0160472708677013
"chr1:17577212-17577435",17.2976677778721,1.49300959925414,0.506377442515577,2.94841253559238,0.00319410509749847,0.00630979718147951
"chr1:17641334-17641602",28.3291631804149,2.48613602028237,0.440819769898759,5.63980154713422,1.70246262518682e-08,1.09596031496401e-07
"chr1:17795467-17795655",13.2171808124522,2.15504989919164,0.583464872951029,3.69353837582698,0.000221155117094581,0.000577365082648069
"chr1:17799288-17799597",20.2541565494306,2.51670952789525,0.505757524406649,4.97611880485186,6.48718403330235e-07,3.02343871235358e-06
"chr1:17846947-17847414",93.7095596700041,1.88990472091237,0.26937247843713,7.01595326990117,2.28386383562464e-12,2.76967788543177e-11
"chr1:17855977-17856489",72.9371757607584,2.29369075280769,0.284406541590787,8.06483120950123,7.33371203014236e-16,1.63736778707658e-14
"chr1:17886381-17886658",15.1466041539969,1.59814604023432,0.525664272229109,3.04024093830325,0.0023638895829617,0.00481250415822351
"chr1:17888059-17888264",12.0660505619292,1.68500487493355,0.583142970603277,2.88952274120765,0.00385827098848747,0.00747383184352362
"chr1:17904110-17904358",25.5372840416771,1.9751332720983,0.431722550060017,4.5750060352968,4.76206258625823e-06,1.83430234250036e-05
"chr1:18161022-18161184",9.97649252258774,2.5468325893674,0.691478291644045,3.68317070852955,0.000230350787911392,0.000598943061802593
"chr1:18205536-18205700",11.8535383130383,3.77879926348056,0.76584333585275,4.93416745511397,8.04933598342151e-07,3.66417916746795e-06
"chr1:18517203-18517363",12.0650851994038,0.96803046180404,0.561530270967235,1.72391500842262,0.0847231874935963,0.120798564671102
"chr1:18756319-18756521",12.5967652296371,1.1897820654359,0.598812271346637,1.98690327898635,0.046933116200218,0.070929927153807
"chr1:18791311-18791503",13.6814313719862,1.30350282879845,0.543832381807166,2.39688343762628,0.0165351828682375,0.0277321510328125
"chr1:18926309-18926463",12.2911390768019,0.0150865493100925,0.558853403335722,0.0269955398321686,0.978463291434786,0.984324642054137
"chr1:19154867-19155053",14.633317877648,-0.126946494531636,0.545367698193031,-0.232772301975802,0.815938222001239,0.856286206352339
"chr1:19258282-19258476",10.1207144386218,3.55155256376765,0.782879355320997,4.53652601723217,5.71884373372859e-06,2.16135361267384e-05
"chr1:19299083-19299286",12.9987755404164,0.155864856001434,0.549715197728564,0.283537469303143,0.776764863227262,0.837299737449327
"chr1:19334028-19334368",41.1138408907539,0.296071427885543,0.326591158619183,0.906550652311972,0.364644467631973,0.444828821548676
"chr1:19559057-19559229",24.3773133282762,0.0975385833559745,0.406396986675045,0.240008136265947,0.810323949106834,0.851667007734734
"chr1:19640207-19640397",15.2241812602475,3.51272064770668,0.67264652757405,5.22223858105024,1.76773010905523e-07,9.29909097204743e-07
"chr1:19681165-19681338",14.514558975779,2.58734475316239,0.591779576823569,4.37214269382224,1.23033066620584e-05,4.32603750406922e-05
"chr1:19686938-19687132",12.0350127001676,2.62288925501921,0.646679376875848,4.05593459264244,4.99342326983159e-05,0.000152346740756118
"chr1:19727791-19727944",15.5493422120318,1.80507252223308,0.533717824001884,3.38207277526992,0.000719410831306223,0.00165671446470132
"chr1:19752259-19752671",65.048783708025,4.09871530238264,0.393741412940957,10.4096627067198,2.24013931353298e-25,2.76881219152676e-23
"chr1:19753649-19754150",50.0600927148206,2.19194742805212,0.335309899500897,6.53707937437812,6.27317604793021e-11,6.07271741481966e-10
"chr1:19798629-19798964",22.8538285539752,2.40545326701435,0.477877677361419,5.03361713879576,4.81310480185716e-07,2.31082875042552e-06
"chr1:19923072-19923935",142.823140291645,1.43706018641488,0.21720099405877,6.61626892014152,3.68377978814959e-11,3.68855461613164e-10
"chr1:20559218-20559433",10.8835580890547,0.497696334125083,0.610019774472639,0.815869181544714,0.414574960150934,0.49606436913971
"chr1:20593225-20593392",13.2674333308779,0.286145201861763,0.532654868214231,0.537205644662721,0.591125572639215,0.669272321359803
"chr1:20682426-20682592",12.1449701785973,2.17467135436488,0.606890069294493,3.58330357406066,0.000339275917561927,0.000845317356286369
"chr1:20683880-20684032",10.6351187023085,2.31001572295373,0.646310162201958,3.5741596806765,0.000351354469303401,0.000871756311343753
"chr1:20940216-20940550",23.9207555107146,1.0418962360167,0.424194623712055,2.4561750144291,0.0140424750152596,0.0239043894871927
"chr1:21026082-21026252",17.3015824060702,0.744792461067229,0.468927495935009,1.5882891652198,0.112220966388858,0.15551295458856
"chr1:21196301-21196706",23.3755581998769,3.72010974844888,0.578132608807894,6.43469974150002,1.23717648552672e-10,1.14480431605854e-09
"chr1:21390713-21390861",15.540115050747,0.359250208302607,0.48274586106861,0.744180814947574,0.456767092978524,0.539282560485878
"chr1:21568124-21568541",81.6569418628523,3.07666954884,0.303405739530382,10.1404461023122,3.65426950467099e-24,3.57332049665612e-22
"chr1:21578313-21578724",31.7471962496216,1.68259951810759,0.388029584849145,4.33626605755264,1.44923513737743e-05,5.00686110744216e-05
"chr1:21581160-21581431",20.6144159527222,2.05682759179414,0.485635711361703,4.23533019436911,2.28216106249702e-05,7.51478866487191e-05
"chr1:21650904-21651446",42.0520525419151,1.96764164191887,0.348719441191835,5.64247761809314,1.67620332151516e-08,1.07995585143491e-07
"chr1:21656044-21656238",16.4195125310305,0.887207332356116,0.497659289301112,1.78276051794806,0.0746252953105265,0.107793643656286
"chr1:21771300-21771507",6.03470786111527,2.38299913849043,0.820065971895366,2.90586272343768,0.00366242087762921,0.00713009104830787
"chr1:21953251-21953696",41.8652601294929,1.59191525603384,0.347124138313967,4.58601140147157,4.51793939816251e-06,1.74866620607083e-05
"chr1:21960734-21960981",21.5867879521491,0.69040047642005,0.447793556378852,1.54178296356713,0.123126343354634,0.169154515735151
"chr1:21961036-21961465",24.5436761182115,1.10130391176114,0.420110936042657,2.62145975569013,0.00875540988476152,0.0155716683227312
"chr1:21965605-21965856",19.7849828050587,1.95140633921069,0.487957692898389,3.99913018610211,6.35757038986475e-05,0.000189403128660645
"chr1:22182328-22182636",18.516277074765,1.26243802669097,0.483516105655915,2.61095341380284,0.00902901925247492,0.0160269241096895
"chr1:22231279-22231520",16.6179396211227,1.72361706325506,0.525838522076056,3.27784479625052,0.00104602892467886,0.00231303089828087
"chr1:22283265-22283468",16.843265408866,1.62232735785797,0.508839157496135,3.18829110133942,0.0014311637788035,0.00306507906605407
"chr1:22468095-22468256",10.781398878351,1.61389244034455,0.608948429483598,2.65029411720984,0.00804217262394244,0.0144227007591307
"chr1:22586252-22586393",14.4591497787281,1.41029237121181,0.534178811429245,2.6401129004695,0.00828784124350222,0.0148254193831318
"chr1:22739091-22739671",63.6027006302502,0.150473701618568,0.273757126953257,0.549661312175669,0.582551697026237,0.661066743962935
"chr1:22740797-22740984",19.3055764085092,1.04291910549678,0.460389029994569,2.2652996434539,0.0234942979171351,0.0381408955363809
"chr1:22769104-22769298",20.7071954596383,0.987978873293084,0.455876980299421,2.16720500483305,0.0302192259430718,0.0478907622136074
"chr1:22796004-22796378",37.685163657306,3.80692557762062,0.472568823042072,8.05581196219052,7.89529290325483e-16,1.74011805071736e-14
"chr1:22799083-22799621",89.8657336665186,3.23584757042972,0.297776316305494,10.8667056217796,1.66090195510271e-27,3.2076169007921e-25
"chr1:22952490-22952690",16.7397578324812,2.73644591752408,0.571361979065784,4.78933848905795,1.67332015995804e-06,7.14757989254956e-06
"chr1:22955564-22955906",18.7760274880449,1.79372045907288,0.49130864101489,3.65090354480152,0.000261319372449032,0.000670105278728224
"chr1:23161421-23161564",8.48042392966412,1.18624247895863,0.674598816955104,1.75844138641229,0.0786724364402734,0.112971632952465
"chr1:23449956-23450159",13.0854482861314,1.82678554800116,0.598851750906536,3.05048043232034,0.00228475567720767,0.00466739061389112
"chr1:23632866-23633051",12.5123227510304,2.43748753665935,0.617951123629272,3.94446654994947,7.99778159355798e-05,0.000231830629681934
"chr1:23656450-23656844",37.5869101462558,0.430724390565417,0.341332988502245,1.26188913780475,0.206988681119704,0.268827767594101
"chr1:23694586-23694832",16.4048006758269,1.77262666634991,0.542380934551305,3.26823188911747,0.00108221657884212,0.00238315937045477
"chr1:23851779-23851910",9.15460852633477,3.05657564555,0.758017837166228,4.03232680773937,5.52273133505502e-05,0.000166815638566178
"chr1:23912121-23912424",22.5498648725299,0.99169819955607,0.436528480126148,2.27178350257809,0.0230995897667639,0.0375462270038511
