chr17	70636486	70636995
chr20	49190046	49190345
chr10	61082873	61083312
chrX	137119579	137120044
chr2	43015923	43016539
chr6	134426999	134427469
chr14	94857006	94857436
chr16	69358199	69358809
chr11	75502955	75503521
chr13	78179252	78179635
chr20	58653547	58653857
chr22	30804734	30805130
chr16	85603981	85604445
chr11	67983995	67984342
chr18	49018003	49018361
chr11	70105186	70105682
chr6	43459767	43460277
chr10	80737582	80737925
chr1	10812374	10812808
chr1	12660256	12660743
chr19	35809928	35810326
chr11	45950061	45950565
chr2	226707683	226708085
chr9	139222483	139222935
chr15	67316096	67316504
chr22	21241636	21242221
chr11	112163781	112164148
chr8	86852973	86853501
chr10	8126771	8127545
chr12	119609043	119609411
chr17	47964575	47965362
chr1	204114443	204114823
chr4	3688541	3688955
chr19	17998970	17999389
chr10	79169795	79170269
chr11	71192299	71192944
chr8	97958020	97958405
chr14	26193553	26193931
chr22	19696492	19696899
chr10	62835375	62835869
chr6	110876125	110876519
chrX	130577680	130578141
chr15	87407211	87407604
chr16	15581670	15581992
chr7	120314143	120314493
chr3	58452881	58453281
chr6	123013126	123013534
chr21	41711021	41711377
chr11	15636994	15637289
chr2	42237884	42238298
chr2	177710386	177710869
chr12	24831994	24832425
chr8	130472024	130472387
chr13	23553063	23553815
chr3	13555567	13556063
chr14	88935328	88935724
chr17	38336969	38337419
chr3	175403555	175403915
chr2	217158720	217159117
chr17	17790276	17790672
chr22	40049516	40049869
chr7	140692262	140692758
chr4	6752612	6753067
chr12	23388202	23388704
chr15	89984490	89984835
chr5	122188343	122188759
chr1	45982333	45982953
chr12	123554121	123554881
chrX	97323191	97323675
chr8	144099276	144099903
chr19	7684608	7685264
chr10	30101071	30101688
chr19	3384882	3385285
chr5	66530537	66530959
chr11	35387395	35387874
chr1	241964467	241964923
chr2	189715475	189715981
chr4	75505064	75505490
chr4	164369656	164370029
chr16	56404649	56405205
chr15	77889055	77889403
chr9	134469645	134469988
chr7	84165410	84166166
chr16	48269632	48270083
chr4	75339061	75339650
chr11	69329972	69330508
chr8	102516291	102516699
chr1	215598533	215598850
chr3	170979770	170980157
chr4	105817827	105818263
chr16	15082147	15082616
chr9	2469676	2470283
chr5	145407248	145407788
chr8	91766479	91766858
chr10	93120657	93121080
chr6	150038651	150039051
chr21	45615881	45616349
chr16	23386189	23386595
chr7	98394721	98395155
chr10	43521765	43522396
chr4	56813260	56813612
chr1	42617774	42618243
chr20	48759328	48759687
chr5	95048081	95048561
chr17	43201864	43202385
chr7	44190095	44190470
chr2	70843261	70843814
chr5	56052878	56053248
chr2	65133985	65134737
chr5	66532623	66532947
chr11	75044781	75045237
chr2	133340050	133340424
chr7	151391836	151392552
chr2	227015814	227016288
chr17	39572145	39572598
chr10	3734608	3734987
chr6	45643427	45643791
chr11	101169904	101170619
chr9	76060274	76060717
chr5	55724829	55725464
chr18	9705267	9705600
chr19	51596266	51596792
chr3	127803135	127803794
chr13	28074811	28075197
chr1	41389326	41389677
chr6	158460574	158461144
chr3	157217923	157218383
chr2	134250446	134250857
chr4	176155064	176155683
chr16	374327	374789
chr20	48993349	48993978
chr9	140509509	140510028
chr15	90371147	90371538
chr6	64144817	64145207
chr2	129049015	129049461
chr14	53697970	53698304
chr1	42244031	42244394
chr2	129038337	129038747
chrX	78094827	78095595
chr17	43120510	43121030
chr2	14318943	14319273
chr14	75725313	75725741
chr14	67946636	67947354
chr8	37159533	37159984
chr17	66436005	66436467
chr11	119780724	119781093
chr11	66795126	66795714
chr2	72801988	72802427
chr2	73212870	73213551
chr16	1240782	1242011
chr15	40347083	40347892
chr14	77419631	77420186
chr2	132321458	132321887
chr5	172718912	172719435
chr4	3468576	3469338
chr1	202101513	202102098
chr3	72751544	72751951
chr16	85678554	85679263
chr4	17702555	17702974
chr2	197474803	197475202
chr4	40550341	40550732
chr8	102527661	102528265
chr1	42333881	42334237
chr11	69069147	69069661
chr2	106139182	106139576
chr1	8257872	8258351
chr7	80193200	80193769
chr7	105399731	105400108
chr12	116823568	116823990
chr20	45973919	45974406
chr3	122873695	122874074
chr11	116611486	116611946
chr1	204110318	204110600
chr11	100904776	100905245
chr2	237520211	237520560
chr16	1337670	1338408
chr1	17855977	17856489
chr20	61045134	61045507
chr14	93440201	93440861
chr7	93181279	93181446
chr7	131311414	131311813
chr20	49182923	49183216
chr15	99318579	99319120
chr3	58082594	58082936
chr1	212251379	212251679
chr10	100074141	100074710
chr4	89005553	89005930
chr20	2679730	2680110
chr11	2190227	2190675
chr4	8011763	8012176
chr16	11799993	11800304
chr5	144807575	144807952
chr9	111235597	111236015
chr22	39878770	39879187
chr6	120462805	120463164
chr19	13946460	13946853
chrX	9237166	9237599
chr10	134306959	134307460
chr4	37482052	37482763
chr6	7907278	7907837
chr16	691541	691894
chr1	188401583	188402188
chr13	110652544	110652941
chr1	229283813	229284269
chr1	75118191	75118626
chr17	60247753	60248054
chr22	45327077	45327418
chr9	80057334	80057856
chr12	132349832	132350137
chr2	129039426	129039824
chr11	12850710	12851095
chr13	113639787	113640350
chr2	7157776	7158213
chr15	96259466	96259843
chr8	69765559	69766026
chr5	145412039	145412336
chr10	407172	407668
chr20	55309009	55309393
chr16	21523829	21524254
chr11	112425286	112425668
chr10	126074722	126075127
chr2	164697759	164698114
chr15	96437489	96438032
chr6	30719285	30719705
chr9	130820298	130820662
chr17	17658874	17659196
chr9	131955855	131956418
chr14	96572384	96572792
chr13	69285869	69286336
chr5	95064356	95064679
chr11	77970911	77971536
chr9	132249080	132249533
chr2	182885434	182885875
chr16	54458041	54458402
chr10	44732189	44732727
chr19	5021099	5021487
chr5	117583324	117583791
chr19	35808271	35808789
chr2	220343210	220343552
chr18	64538314	64538743
chr10	100155866	100156224
chr10	43859006	43859340
chr15	70755139	70755768
chr13	26596680	26597088
chr4	9700622	9701174
chr16	83976461	83977075
chr4	146657398	146657903
chr21	46474463	46474774
chr14	104396578	104396966
chr3	13549058	13549727
chr1	110662529	110662852
chr22	38395398	38395873
chr10	4321893	4322261
chr8	28005234	28005553
chr1	207016982	207017448
chr5	20502020	20502465
chr4	140598209	140598594
chr14	62025964	62026341
chr14	64701666	64702064
chr9	84278284	84278635
chr3	129690225	129690678
chr17	77916351	77916642
chr15	85652886	85653339
chr1	202077288	202077856
chr2	68076492	68077012
chr19	19657470	19657958
chr21	47288051	47288530
chr2	9946399	9946700
chr2	65202447	65202853
chr21	39140370	39140665
chr1	27868456	27869222
chr18	9757687	9758154
chr7	157085306	157085687
chr1	32308397	32308882
chr7	75936255	75936791
chr14	75445029	75445705
chr2	174631592	174631951
chr2	66616855	66617433
chrX	40389729	40390098
chr9	132517980	132518265
chr14	74222188	74222520
chr17	64504364	64504764
chr10	123933467	123933901
chr5	172992611	172993001
chr22	27741339	27741669
chr6	17472957	17473944
chr1	115722029	115722532
chr2	169288173	169288605
chr6	126038611	126038941
chr18	59466302	59466625
chr10	71199021	71199475
chr10	5535550	5536066
chr1	38078494	38078938
chr1	202304422	202304893
chr2	1680171	1680454
chr6	73738069	73738426
chr2	19873031	19873470
chr9	4852558	4852945
chr4	75240292	75241025
chr5	139040303	139040964
chr19	19110268	19110693
chr7	45583065	45583487
chr4	2752373	2752711
chr9	7147119	7147442
chr16	1623223	1623639
chr5	60600310	60600789
chr17	38732269	38732931
chr17	63156645	63156998
chrX	54722540	54723075
chr8	8094362	8094874
chr22	46887809	46888236
chr2	157981787	157982039
chr16	85355525	85356102
chr2	121002852	121003377
chr6	122941993	122942563
chr17	43207179	43207727
chr10	127864379	127864767
chr21	41686179	41686587
chr9	131869507	131869929
chr20	39276989	39278059
chr6	159256026	159256426
chr8	124575835	124576586
chr16	70425333	70425685
chr1	44533284	44533610
chr11	117173826	117174153
chr6	106076438	106076775
chr6	25194457	25194927
chr8	122444608	122445096
chr11	19290563	19290851
chr5	98937684	98938182
chr8	144464745	144465295
chr3	50306258	50306722
chr8	128878056	128878475
chr8	8365542	8365865
chr17	73553906	73554267
chr16	86227238	86227775
chr6	38229430	38229731
chr10	102849194	102849636
chrX	9175226	9175539
chr19	10597291	10597605
chr19	36440989	36441453
chr4	75340746	75341324
chr13	113416140	113416488
chr5	135031522	135031834
chr5	134979940	134980382
chr2	42569592	42570322
chr14	99369796	99370180
chr5	60916746	60917219
chr9	136700398	136701173
chr10	134728948	134729229
chr18	10893233	10893560
chr5	82682847	82683201
chr1	207020910	207021289
chr5	151524218	151524506
chr22	45106598	45106966
chr7	80572099	80573007
chr7	2850748	2851073
chr9	74607220	74607569
chr11	76746424	76746959
chr19	34576356	34576818
chr7	33885803	33886192
chr2	35522463	35522887
chr4	99609637	99609964
chr6	106582866	106583382
chr2	86491280	86491624
chr22	37417107	37417511
chr22	37585160	37585572
chr6	139852323	139852655
chr10	4703957	4704369
chr5	52386109	52386460
chr11	539855	540256
chr16	1963245	1963777
chr12	53363597	53364434
chr6	15817311	15817777
chr18	20837688	20838235
chr19	39641585	39642027
chr4	84572700	84573045
chr20	42404627	42404947
chr6	10598494	10598893
chr2	222632105	222632633
chr17	48394557	48395017
chr10	82726135	82726749
chr4	190528227	190528501
chr18	1905680	1906071
chr22	29781395	29781911
chr4	3113134	3113706
chr2	65604632	65605098
chr6	18055894	18056396
chr20	47302706	47303400
chr12	91818230	91818613
chr17	7855065	7855423
chr16	757167	757627
chr20	50016098	50016398
chr7	33872508	33872829
chr2	212299928	212300360
chr16	68036318	68036985
chr2	218546447	218546750
chr5	177543313	177543751
chr3	169341737	169342060
chr2	54801255	54801943
chr13	98945385	98945809
chr2	70203723	70204100
chr10	12192199	12192530
chr10	79632020	79632386
chr2	26995283	26995915
chr4	105892426	105892977
chr8	97371996	97372309
chr2	142259490	142260215
chr16	8880238	8880575
chr22	43787276	43787686
chr13	86163479	86164037
chr1	7283937	7284425
chr5	102342698	102342985
chr6	125519015	125519414
chr11	1790423	1790826
chr14	75389118	75389419
chr12	116307920	116308466
chr14	100478550	100479072
chr15	53363965	53364618
chr1	32345712	32346132
chr21	16714822	16715309
chr10	88475514	88475875
chr20	49011809	49012127
chr8	37448118	37448438
chr1	42331919	42332305
chr7	155373744	155374088
chr5	19048813	19049163
chr13	114536443	114537167
chr8	8146561	8147124
chr20	17875731	17876134
chr17	65463717	65464021
chr20	46611645	46611954
chr14	73992976	73993251
chr1	51787068	51787432
chr21	38640128	38640650
chr4	27622531	27622863
chr1	202026040	202026538
chr2	149365123	149365479
chr14	104653875	104654324
chr6	135503578	135503790
chr3	177161271	177161697
chr22	30194790	30195555
chr2	190406050	190406644
chr9	137852456	137852741
chr5	39755449	39755778
chr3	65910912	65911259
chr10	43533425	43533769
chr19	47324046	47324452
chr14	106069860	106070151
chr7	2533419	2533803
chr14	64126474	64126866
chr17	40780070	40780401
chr10	79625375	79625976
chr9	133326178	133326574
chr17	55417927	55418415
chr20	62322432	62322729
chr17	70680099	70680633
chr9	83294156	83294526
chr5	79371163	79371548
chr14	22632498	22632916
chr4	25608252	25608751
chr5	66531479	66532039
chr21	46772760	46773058
chr17	4436973	4437304
chr10	91968406	91968728
chr1	149989335	149989767
chr7	142247140	142247665
chr17	73553148	73553688
chr2	112690304	112690816
chr8	102475038	102475313
chr4	126444086	126444436
chr6	135494828	135495235
chr17	1523677	1524364
chr6	120004103	120004550
chr7	31028196	31028574
chr17	17983000	17983309
chr8	96236168	96236501
chr10	129721382	129721678
chr10	43870917	43871365
chr4	6749431	6749754
chr10	74032344	74032733
chr22	34256308	34256956
chr2	149934466	149934791
chr21	16377610	16378044
chr16	5026891	5027200
chr3	127261189	127261686
chr6	149748978	149749271
chr3	85311998	85312433
chr17	17634309	17634662
chr16	84975511	84975787
chrX	37771527	37771904
chr20	61722577	61722988
chr9	132087171	132087496
chr8	17385376	17385709
chr10	102730933	102731444
chrX	100000841	100001523
chr11	126235054	126235896
chr6	111913898	111914269
chr19	40971945	40972334
chr10	102829876	102830268
chr17	73510443	73510707
chr20	44407757	44408524
chr4	4656683	4657028
chr14	35810067	35810537
chr7	150740229	150740488
chr19	3389897	3390361
chr18	51693015	51693262
chr20	61056971	61057654
chr12	15426880	15427185
chr6	168198197	168198766
chr17	38705277	38705929
chr1	190254250	190254733
chr14	24952962	24953366
chr3	164097979	164098337
chr17	72148758	72149151
chr20	32000395	32000653
chr17	6579319	6579746
chr11	44322321	44322915
chrX	116016023	116016380
chr22	41405519	41405838
chr19	33742461	33743055
chrX	130723006	130723416
chr12	52765573	52765966
chr2	44330801	44331218
chr19	43769052	43770120
chr2	142642035	142642584
chr8	103500032	103500401
chr8	41416982	41417432
chr8	95049591	95050056
chr7	155642204	155642641
chr10	21919417	21919744
chr2	164695522	164695926
chr3	132738038	132738337
chr21	16545319	16545988
chr10	5158115	5158572
chr12	124854531	124854919
chr19	28620926	28621283
chr2	227149012	227149556
chr5	35306709	35307327
chr1	22796004	22796378
chr15	99292408	99293013
chr11	71211689	71212054
chr1	234688804	234689201
chr6	83280361	83280677
chr3	14877537	14877892
chr2	46047836	46048148
chr10	112216451	112216862
chr11	11476234	11476754
chr1	177540838	177541216
chr3	193588154	193588603
chr16	1428860	1429293
chr3	184923780	184924061
chr6	7198309	7198725
chr9	82676875	82677306
chr12	133042936	133043566
chr19	2576078	2576525
chr15	78045520	78045899
chr7	75939461	75939811
chr11	1507144	1507677
chr19	2670298	2670629
chr5	128513278	128513783
chr1	51772613	51772975
chr8	36920830	36921157
chr10	120385076	120385413
chr2	45134050	45134438
chr11	12267093	12267544
chr3	126927523	126927812
chr3	156355534	156355819
chr1	41385069	41385462
chr2	95682628	95682955
chr5	145292206	145292484
chr16	20892535	20892901
chr4	6634773	6635333
chr19	16086539	16087029
chr12	54377115	54377446
chr14	96562130	96562602
chr6	12927222	12927501
chr4	133461761	133462083
chr4	1983874	1984226
chr10	46965454	46965828
chr2	220587043	220587560
chr10	135093926	135094352
chr13	33919760	33920257
chr7	105575709	105576151
chr1	65448824	65449224
chr2	130997114	130997650
chr9	130524253	130524696
chr7	155162475	155162894
chr6	37537663	37538027
chr6	11047001	11047382
chr19	39620975	39621321
chr2	226480262	226480596
chr22	50015287	50015660
chr8	134305062	134305379
chr19	1166753	1167209
chr10	43540075	43540552
chr13	28609209	28609608
chr10	46966692	46967022
chr1	24932110	24932581
chr17	7380961	7381528
chr15	99992705	99993026
chr7	131863147	131863484
chr7	128528817	128529475
chr2	97617586	97618047
chr10	106240603	106240983
chr7	34530669	34530986
chr9	84117518	84117880
chr4	757766	758057
chr4	2938770	2939205
chr8	30106922	30107232
chr12	15369319	15369810
chr10	133978165	133978494
chr9	132384168	132384473
chr14	48088635	48088923
chr3	61793450	61793818
chr8	123858292	123858714
chr5	72131606	72131977
chr1	203488655	203488936
chr1	202041496	202041962
chr1	24345317	24345651
chr2	20674828	20675296
chr12	57482369	57482788
chr20	56367423	56367707
chr11	68777922	68778211
chr10	6195282	6195582
chr14	62020441	62020856
chr16	71442850	71443270
chr8	29437312	29437677
chr20	55188031	55188444
chr12	76104946	76105363
chr3	58038178	58038569
chr5	41432744	41433255
chr21	16572274	16572641
chr11	68902370	68902813
chr5	172882703	172883023
chr9	95834446	95834893
chr11	131566428	131567091
chr16	20912804	20913319
chr14	106355768	106356096
chr2	218231649	218231994
chr8	86919775	86920076
chr3	127740621	127740926
chr8	91784308	91784752
chr16	88596067	88596310
chr19	4914873	4915482
chr7	1976040	1976338
chr3	37220674	37220991
chr6	125932960	125933335
chr11	126252303	126252908
chr8	29667093	29667505
chr12	6373861	6374382
chr3	4397132	4397640
chr4	55708419	55708894
chr14	24530634	24530931
chr11	120507873	120508183
chr20	38273747	38274313
chr1	17355966	17356335
chr11	70413804	70414142
chr8	96237622	96238020
chr14	100203417	100203792
chr21	36106952	36107408
chr8	145740497	145740776
chr1	230636227	230636586
chr12	1950685	1951017
chr22	46861687	46862273
chr20	35907734	35908278
chr21	46823113	46823484
chr6	91359884	91360354
chr11	117758532	117759127
chr17	38738535	38738883
chrX	75778249	75778851
chr1	3471823	3472159
chr8	143627874	143628342
chr10	5698591	5698876
chr2	237952640	237953348
chr12	53339634	53340172
chr9	95529666	95529973
chr2	163345828	163346133
chr18	74755353	74755677
chr13	46933868	46934285
chr2	140531178	140531569
chr1	217297807	217298140
chr22	39866613	39866959
chr3	160818662	160819092
chr3	156260011	156260427
chr1	204073155	204073703
chr14	93512341	93512632
chrX	78094237	78094776
chr1	116551330	116551610
chr10	116105935	116106422
chr7	142802074	142802387
chr1	94245272	94245670
chr9	111246047	111246307
chr7	103129542	103129818
chr6	34518654	34518977
chr5	95177632	95177979
chr6	149354059	149354493
chr1	17846947	17847414
chr3	189022208	189023000
chr7	4722854	4723494
chr4	31993605	31993949
chr16	23392662	23393008
chr20	52138818	52139087
chr9	136378108	136378426
chr6	3226800	3227301
chr9	95750610	95751153
chr9	117154888	117155307
chr2	43968601	43969017
chr11	66477293	66477647
chr17	45598604	45599502
chr18	20451733	20452056
chr6	64200988	64201279
chr2	196424013	196424329
chr12	103918185	103918552
chr14	91859408	91859712
chr22	27080634	27080968
chr7	1924335	1924557
chr1	240599277	240599787
chr6	67796076	67796762
chr19	16254253	16254585
chr8	33102512	33102988
chr6	43682077	43682400
chr10	83658080	83658525
chr18	13616749	13617108
chr1	48360354	48360656
chr9	132111672	132111967
chr3	50460893	50461282
chr17	5190046	5190508
chr10	63169610	63169937
chrX	21955524	21955814
chr11	19441397	19441759
chr17	48862479	48862835
chr20	46618635	46619036
chr17	77966902	77967700
chr17	59822652	59822843
chr8	37450971	37451354
chr21	16576521	16576911
chr1	109741815	109742134
chr16	49044245	49044643
chr8	128879974	128880286
chr2	64500812	64501192
chr2	157255926	157256300
chr17	78647212	78647624
chr7	29645903	29646425
chr8	15422113	15422495
chr1	65344653	65345097
chr10	113813824	113814083
chr10	77005170	77005611
chr10	384675	385175
chr3	14455050	14455661
chr9	76080621	76081008
chr1	187282337	187282691
chr9	116243496	116243792
chr1	39608366	39608881
chr14	32978810	32979228
chr16	72969928	72970236
chr15	96438685	96439464
chr12	89144547	89144870
chr9	117154173	117154457
chr19	39603049	39603391
chr9	127033069	127033337
chr5	77071102	77071475
chr18	46509319	46509743
chr3	12994684	12994979
chr14	91845483	91845927
chr16	85558111	85558448
chr11	69339367	69339788
chr21	18500666	18500959
chr1	16502357	16502707
chr8	117010464	117010898
chr12	75556694	75556958
chr12	5198006	5198367
chr2	46361676	46362272
chr2	241396667	241397435
chr21	36100830	36101147
chr21	30230150	30230505
chr2	202850430	202850792
chr16	66311977	66312383
chr6	39242461	39242954
chr6	14733253	14733560
chr20	9512280	9512571
chr10	115718367	115718677
chr20	52599569	52599782
chr1	3178096	3178461
chr16	323546	323969
chr12	12692291	12692860
chr13	109740025	109740271
chr19	48565991	48566353
chr4	103325830	103326331
chr16	79083995	79084311
chr20	55624707	55625029
chr14	62401797	62402082
chr20	42299132	42299673
chr15	70308513	70308895
chr1	117051031	117051365
chr14	77840635	77841134
chr10	82189215	82189681
chr3	123356015	123356376
chr2	165379090	165379465
chr8	68293183	68293641
chr7	155653605	155654208
chr15	70140947	70141217
chr2	182943480	182944313
chr7	156517929	156518265
chr3	72221191	72221500
chr8	142559969	142560256
chr16	21522822	21523172
chr2	240628545	240629481
chr11	19818024	19818314
chr3	13575180	13575635
chr8	88674780	88675249
chr19	15704537	15704934
chr12	23378745	23379043
chr19	18997637	18997941
chr17	77786701	77787144
chr9	97752154	97752620
chr17	81025540	81025690
chr1	17039865	17040181
chr16	85177859	85178298
chr8	141268096	141268405
chr9	92466736	92467036
chr10	92472816	92473129
chr22	24922141	24922508
chrX	54774101	54774525
chr3	169331239	169331554
chr1	109793373	109793640
chr9	83553236	83553573
chrX	106586628	106586890
chr5	117475239	117475541
chr10	102643091	102643510
chr5	172932941	172933398
chr11	125953034	125953309
chr10	129127367	129127638
chr8	145040785	145041183
chr14	26308889	26309263
chr2	200093948	200094183
chr22	19736934	19737227
chr5	66528741	66529139
